id;type_panne;machine;gravite;duree_heures;date;site
1108;DAfaut logiciel;Compresseur;Moyenne;30.71;13122023;
1109;DAfaut logiciel;Compresseur;Moyenne;13.03;28112023;PLC
1111;DAfaillance capteur;Compresseur;Critique;38.7;10042025;PLC
1115;Panne Alectrique;Pompe;Moyenne;8.57;11092024;
1118;ProblAme de;Convoyeur;Critique;23.11;6122024;
1119;DAfaut logiciel;Pompe;Moyenne;32.52;16012024;
1121;Surchauffe moteur;Convoyeur;Moyenne;10.38;27082023;Group
1122;Usure mAcanique;Compresseur;Faible;5.56;15052024;
1123;Usure mAcanique;Convoyeur;Critique;37.12;16112023;
1124;Surchauffe moteur;Pompe;AlevAe;18.42;4052023;
1125;DAfaillance capteur;Convoyeur;AlevAe;43.13;27022024;
1132;ProblAme de;Pompe;Critique;35.31;12012024;
1135;ProblAme de;Pompe;Moyenne;23.83;4122023;
1136;DAfaut logiciel;Compresseur;Faible;19.17;16062024;Group
1138;Surchauffe moteur;Convoyeur;Faible;3.36;14042025;
1140;Usure mAcanique;Compresseur;AlevAe;8.68;4082023;
1146;Fuite hydraulique;Pompe;Faible;17.45;8092024;
1148;Fuite hydraulique;Pompe;Faible;5.94;21032024;
1150;DAfaillance capteur;Pompe;Critique;36.36;12112023;PLC
Natural;because know;Convoyeur;Moyenne;41.25;24052023;PLC
1152;Fuite hydraulique;Compresseur;Moyenne;21.09;19082023;
1155;DAfaut logiciel;Pompe;AlevAe;31.17;20052023;
1157;Panne Alectrique;Convoyeur;Moyenne;6.45;17092023;
Hold;respond deep;Compresseur;Faible;22.82;6012025;
1163;Usure mAcanique;Compresseur;Faible;32.37;8062023;
1164;Usure mAcanique;Convoyeur;Critique;45.38;24092024;Ltd
1168;Fuite hydraulique;Pompe;AlevAe;45.86;8112023;
1169;DAfaut logiciel;Pompe;Critique;8.12;19082023;LLC
1174;DAfaut logiciel;Convoyeur;Moyenne;44.07;11112024;
1178;DAfaut logiciel;Convoyeur;Critique;9.93;15072023;Group
1179;ProblAme de;Convoyeur;Critique;38.33;4012024;
1181;ProblAme de;Compresseur;AlevAe;43.13;7052023;Inc
1182;DAfaut logiciel;Pompe;Faible;30.42;30082023;
1190;Panne Alectrique;Pompe;Faible;33.42;17122023;
1192;Panne pneumatique;Pompe;Critique;34.6;30052024;
1193;ProblAme de;Pompe;Critique;16.25;20062024;Inc
1197;DAfaut logiciel;Convoyeur;Moyenne;11.38;28062024;
1198;Panne Alectrique;Convoyeur;Faible;44.77;4042025;PLC
1201;Panne pneumatique;Pompe;Moyenne;3.65;8092024;
1204;ProblAme de;Convoyeur;Faible;4.65;9042025;
1205;Fuite hydraulique;Pompe;Critique;29.38;9102023;
1206;Usure mAcanique;Compresseur;AlevAe;20.83;22012024;
1207;Usure mAcanique;Convoyeur;AlevAe;14.51;28112024;Ltd
1212;Surchauffe moteur;Pompe;Critique;7.11;14042024;
Wonder;ago build;Convoyeur;AlevAe;11.19;27082023;
Go;process onto;Compresseur;Moyenne;39.42;3042024;Inc
1221;ProblAme de;Convoyeur;Moyenne;6.94;15052024;
1224;Panne pneumatique;Compresseur;AlevAe;29.94;28122024;
1227;Panne Alectrique;Pompe;Moyenne;11.65;28122024;
1229;DAfaut logiciel;Pompe;Critique;6.85;15032025;Ltd
Act;life all;Convoyeur;AlevAe;1.59;24012025;
1238;ProblAme de;Compresseur;Moyenne;45.66;6062023;
1239;Usure mAcanique;Compresseur;Faible;44.06;30102023;
1240;Surchauffe moteur;Convoyeur;Faible;36.05;14012025;
1241;ProblAme de;Compresseur;AlevAe;45.26;29102023;
1247;Panne Alectrique;Pompe;Moyenne;18.53;25012025;Include serve writer
Change;do doctor;Compresseur;Moyenne;16.39;28072023;
1257;Fuite hydraulique;Pompe;Faible;18.33;10052024;
1259;Panne pneumatique;Pompe;Moyenne;20.95;26052024;PLC
1261;Fuite hydraulique;Convoyeur;Faible;11.66;7042024;
1265;ProblAme de;Convoyeur;Faible;4.06;10072023;Inc
1270;DAfaut logiciel;Pompe;Critique;43.86;30102023;PLC
1271;DAfaut logiciel;Compresseur;AlevAe;36.04;16072023;Ltd
1272;Usure mAcanique;Compresseur;Critique;15.23;24092023;
1282;ProblAme de;Compresseur;AlevAe;26.83;13052024;
1285;Fuite hydraulique;Compresseur;Faible;47.97;15022025;
1287;Fuite hydraulique;Convoyeur;AlevAe;36.94;3042024;
1290;Panne Alectrique;Compresseur;Moyenne;41.01;4112024;
1295;Panne pneumatique;Compresseur;Faible;30.76;18112024;
1301;Fuite hydraulique;Pompe;Moyenne;10.98;19072023;
1304;Usure mAcanique;Pompe;Critique;4.2;7092023;Ltd
1306;Usure mAcanique;Convoyeur;Moyenne;33.78;18052024;
1307;Usure mAcanique;Convoyeur;Faible;39.65;15032025;
1308;DAfaut logiciel;Pompe;Moyenne;27.8;20102023;Inc
1310;Fuite hydraulique;Compresseur;Moyenne;6.39;22012024;
1311;ProblAme de;Compresseur;AlevAe;46.96;20052024;
Consider;protect where;Compresseur;Critique;19.73;4092024;
1315;Usure mAcanique;Compresseur;Moyenne;13.41;12082023;Ltd
1317;DAfaillance capteur;Convoyeur;Critique;13.56;22092024;
1321;ProblAme de;Convoyeur;Faible;42.8;8012025;
1322;DAfaut logiciel;Pompe;Moyenne;15.09;3012025;
1323;Surchauffe moteur;Compresseur;Moyenne;24.92;18012024;
1332;ProblAme de;Convoyeur;AlevAe;42.89;6082024;
1335;Fuite hydraulique;Convoyeur;AlevAe;21.91;2082023;
1337;Usure mAcanique;Pompe;AlevAe;5.34;18022025;
1339;Panne Alectrique;Pompe;Critique;13.58;2082024;
1340;Fuite hydraulique;Compresseur;Faible;33.99;7012025;LLC
1343;Usure mAcanique;Pompe;Faible;12.49;5112023;
1344;Fuite hydraulique;Pompe;AlevAe;36.94;6042024;
1346;Panne Alectrique;Pompe;Moyenne;15.68;8012025;
1348;Usure mAcanique;Compresseur;AlevAe;11.02;13072023;
1350;Panne Alectrique;Convoyeur;Critique;36.96;10092023;Group
1360;Surchauffe moteur;Compresseur;Critique;41.74;11032024;
1366;Fuite hydraulique;Pompe;Faible;10.34;21022025;
1369;Surchauffe moteur;Compresseur;Critique;20.42;5032024;
1373;Panne pneumatique;Pompe;Moyenne;34.5;1112024;Inc
1374;DAfaillance capteur;Compresseur;Faible;29.25;27082024;
1375;Panne Alectrique;Convoyeur;Faible;26.57;6092023;PLC
Country;image side;Pompe;Critique;31.06;10082024;
1386;Fuite hydraulique;Convoyeur;Moyenne;9.93;21022024;
1387;DAfaut logiciel;Pompe;Critique;45.16;25102024;
1388;ProblAme de;Pompe;Critique;27.53;6102024;
1394;Panne Alectrique;Convoyeur;Faible;24.47;12042024;
1396;Panne pneumatique;Convoyeur;Critique;4.74;1022024;
1401;DAfaut logiciel;Compresseur;Critique;6.66;15072024;
1404;Usure mAcanique;Compresseur;Moyenne;29.65;3072023;
1413;Panne pneumatique;Pompe;Faible;19.19;23092024;Inc
1417;ProblAme de;Compresseur;AlevAe;31.72;17082024;
1418;Surchauffe moteur;Compresseur;AlevAe;5.53;30072023;LLC
1419;Fuite hydraulique;Convoyeur;Faible;30.27;27082023;
1424;Usure mAcanique;Convoyeur;Moyenne;21.49;5112023;
1428;Usure mAcanique;Convoyeur;AlevAe;1.34;15072023;
1430;DAfaillance capteur;Pompe;AlevAe;41.67;23082023;
1432;Surchauffe moteur;Convoyeur;Faible;40.98;27012024;
1433;Panne pneumatique;Pompe;Critique;37.51;30122024;LLC
1435;ProblAme de;Convoyeur;Moyenne;36.81;10072023;
Nice;we floor;Pompe;AlevAe;19.79;22042023;LLC
1438;Surchauffe moteur;Compresseur;AlevAe;7.16;20102024;
1442;DAfaut logiciel;Pompe;Critique;38.95;1032024;
1446;Panne pneumatique;Convoyeur;Faible;7.29;25102024;Group
1447;Panne pneumatique;Pompe;AlevAe;19.58;9062023;
1449;Panne pneumatique;Pompe;Critique;11.54;4022024;
1450;Surchauffe moteur;Pompe;Moyenne;14.39;14112024;Inc
1455;Panne Alectrique;Compresseur;Moyenne;22.3;6062024;Inc
1456;Usure mAcanique;Pompe;Moyenne;10.49;19022024;
1458;Fuite hydraulique;Convoyeur;Faible;11.15;5022024;Inc
1466;Fuite hydraulique;Pompe;Faible;27.27;22082023;
1473;Fuite hydraulique;Pompe;Moyenne;3.68;29092024;
1474;Panne pneumatique;Compresseur;Faible;22.15;15052024;Ltd
1476;DAfaillance capteur;Convoyeur;Moyenne;35.61;10032025;
1480;Fuite hydraulique;Compresseur;Critique;39.17;9072023;
1481;Fuite hydraulique;Convoyeur;AlevAe;27.87;12022024;
1482;ProblAme de;Compresseur;AlevAe;10.78;5042025;
1483;Panne Alectrique;Pompe;AlevAe;7.01;6122023;
1487;Panne Alectrique;Convoyeur;AlevAe;17.14;22022025;
1489;Panne pneumatique;Compresseur;Critique;11.13;16102024;
1490;Usure mAcanique;Compresseur;AlevAe;44.81;16052024;
1509;Panne pneumatique;Convoyeur;Faible;5.97;5022024;
1512;ProblAme de;Compresseur;Moyenne;22.93;26122024;Ltd
1513;DAfaut logiciel;Pompe;Faible;20.37;20082023;
1518;ProblAme de;Convoyeur;AlevAe;29.48;6042024;PLC
1519;Panne pneumatique;Pompe;AlevAe;24.31;2012024;
1520;ProblAme de;Convoyeur;Moyenne;9.42;13062024;
1522;Panne pneumatique;Compresseur;Critique;15.9;9082024;Group
1523;ProblAme de;Pompe;Critique;35.65;23122024;LLC
1524;Usure mAcanique;Convoyeur;Faible;15.8;1062024;
1525;Fuite hydraulique;Convoyeur;AlevAe;43.89;28062024;
1526;Fuite hydraulique;Convoyeur;Faible;16.72;10122023;Include TV break
1532;Panne pneumatique;Compresseur;Faible;21.08;27022024;
1534;Panne Alectrique;Convoyeur;Moyenne;31.61;28112024;
1535;Usure mAcanique;Compresseur;Moyenne;32.23;17102024;
1536;Fuite hydraulique;Convoyeur;Moyenne;4.23;20022025;LLC
1540;Panne Alectrique;Compresseur;Critique;24.89;28082024;
1543;DAfaut logiciel;Compresseur;Critique;7.0;31082023;
1547;Surchauffe moteur;Compresseur;AlevAe;30.54;11062024;
1549;DAfaillance capteur;Convoyeur;AlevAe;15.49;9022025;
1550;Fuite hydraulique;Pompe;AlevAe;27.9;4042024;Include fight would
Production;success generation;Pompe;Faible;45.32;25052024;Ltd
1560;Usure mAcanique;Pompe;Faible;47.51;18072023;
1563;Fuite hydraulique;Convoyeur;Critique;17.29;4072024;LLC
1566;ProblAme de;Convoyeur;Moyenne;32.33;21112024;
1567;Fuite hydraulique;Pompe;Critique;33.92;2102024;LLC
1574;Panne Alectrique;Compresseur;Faible;31.94;5092023;
1575;Panne pneumatique;Compresseur;Moyenne;6.53;16042025;Group
1576;Surchauffe moteur;Compresseur;Moyenne;24.03;6062024;
1580;ProblAme de;Compresseur;Faible;19.92;17022024;
1581;ProblAme de;Compresseur;Critique;32.83;10102023;
Trial;attorney generation;Pompe;Faible;21.7;26052024;
1586;DAfaillance capteur;Compresseur;Faible;19.53;20082023;
1588;Panne Alectrique;Convoyeur;Moyenne;11.1;3042024;
1589;Usure mAcanique;Convoyeur;Faible;32.2;29122023;Ltd
1592;Fuite hydraulique;Convoyeur;Moyenne;41.2;6042025;
Our;government share;Compresseur;Faible;0.98;19072024;
1596;Usure mAcanique;Compresseur;Faible;46.26;11022024;PLC
1598;DAfaillance capteur;Compresseur;AlevAe;13.4;21032025;
1599;ProblAme de;Pompe;Critique;1.27;3082023;LLC
1600;DAfaillance capteur;Compresseur;Critique;16.38;23042023;
1601;DAfaut logiciel;Pompe;Moyenne;44.84;1092024;
1603;Surchauffe moteur;Pompe;AlevAe;20.4;16072024;
1604;Panne Alectrique;Pompe;AlevAe;3.08;5032025;Including force young
1606;ProblAme de;Pompe;Faible;29.97;16062023;Group
1608;Usure mAcanique;Pompe;Critique;4.7;7112023;
1611;Fuite hydraulique;Convoyeur;Faible;35.22;2112023;
1613;Surchauffe moteur;Compresseur;Moyenne;30.37;22012024;PLC
1623;Fuite hydraulique;Compresseur;Critique;3.52;9062024;
1625;Panne Alectrique;Compresseur;Faible;26.49;22082023;
1626;DAfaillance capteur;Pompe;Moyenne;13.47;15032025;
1628;Panne pneumatique;Compresseur;Critique;44.57;14112024;
1631;ProblAme de;Compresseur;Critique;22.09;28012025;
1635;Surchauffe moteur;Pompe;AlevAe;2.76;9052024;LLC
1636;Panne Alectrique;Pompe;Moyenne;25.83;26012025;
1637;Usure mAcanique;Compresseur;Faible;13.28;11012025;
1643;Fuite hydraulique;Convoyeur;Moyenne;22.43;2082024;
1645;Panne pneumatique;Compresseur;Faible;39.18;19032025;LLC
1648;Surchauffe moteur;Pompe;Moyenne;2.18;16112024;
1650;Panne Alectrique;Pompe;Critique;5.14;12052024;
1653;DAfaut logiciel;Convoyeur;Moyenne;15.54;11042024;
1655;Panne Alectrique;Compresseur;Faible;47.25;21012025;
1656;Panne pneumatique;Compresseur;Faible;21.34;12062023;
1657;DAfaillance capteur;Convoyeur;Faible;43.79;7012024;Group
1661;DAfaut logiciel;Pompe;Faible;39.91;8092024;
1662;Panne Alectrique;Pompe;Faible;24.37;5032025;
1671;DAfaillance capteur;Convoyeur;AlevAe;29.97;24092024;
1673;Surchauffe moteur;Pompe;Moyenne;20.4;29102024;
1674;Usure mAcanique;Pompe;Critique;21.66;25042024;
1678;Panne Alectrique;Compresseur;Faible;47.86;25042024;
1680;Surchauffe moteur;Compresseur;Moyenne;24.16;10022024;
1681;Fuite hydraulique;Convoyeur;AlevAe;12.99;27122024;
1682;Panne pneumatique;Convoyeur;Critique;19.33;12122024;
1683;Surchauffe moteur;Convoyeur;Faible;15.16;2092023;Ltd
1685;ProblAme de;Pompe;AlevAe;37.24;5012024;
1692;Surchauffe moteur;Compresseur;Faible;23.88;9062023;
1698;Panne pneumatique;Pompe;AlevAe;13.8;20072024;Ltd
1700;Panne Alectrique;Convoyeur;Faible;24.59;25052023;
1705;Panne Alectrique;Compresseur;Critique;41.31;2082023;
1709;DAfaillance capteur;Convoyeur;Moyenne;28.54;9052024;Inc
1711;DAfaut logiciel;Pompe;Critique;28.17;2042025;PLC
Company;concern place;Convoyeur;Faible;36.79;9022025;
1717;Surchauffe moteur;Pompe;Faible;15.09;18042025;
1718;Panne pneumatique;Pompe;Moyenne;8.77;6012024;
1719;Surchauffe moteur;Pompe;Critique;10.37;4022024;Inc
1724;Fuite hydraulique;Pompe;Critique;8.29;14032025;
1726;Panne Alectrique;Compresseur;Critique;9.36;25042024;Ltd
1731;Panne pneumatique;Compresseur;Faible;27.4;28052024;
1733;Panne Alectrique;Pompe;Moyenne;26.75;1112023;
1734;Fuite hydraulique;Pompe;AlevAe;46.19;4072023;
1740;DAfaillance capteur;Pompe;Faible;45.77;29072024;Ltd
1743;Surchauffe moteur;Compresseur;Critique;33.34;16052024;LLC
1746;Panne pneumatique;Pompe;AlevAe;25.68;29102023;
1748;DAfaut logiciel;Pompe;Faible;2.16;18012024;
1754;Usure mAcanique;Convoyeur;AlevAe;2.63;21072023;
1757;Surchauffe moteur;Compresseur;Moyenne;22.57;10102023;PLC
Safe;western deal;Pompe;AlevAe;29.9;25062023;
1763;Surchauffe moteur;Pompe;Moyenne;18.46;5102023;Inc
1771;Surchauffe moteur;Convoyeur;Moyenne;41.1;25122024;
1775;DAfaut logiciel;Convoyeur;Critique;24.81;15102024;
1777;Panne Alectrique;Convoyeur;AlevAe;21.13;5022024;
1779;Usure mAcanique;Pompe;AlevAe;41.06;29112023;
1780;ProblAme de;Pompe;Moyenne;4.48;1082024;
1782;DAfaillance capteur;Convoyeur;Moyenne;0.75;5102024;
1785;DAfaillance capteur;Pompe;Faible;17.9;2082024;
1786;ProblAme de;Convoyeur;AlevAe;33.44;20042025;
1788;Usure mAcanique;Compresseur;Moyenne;13.95;9072023;
1789;ProblAme de;Compresseur;Critique;28.24;1052023;
1791;Panne Alectrique;Pompe;Faible;6.34;19042025;PLC
1793;Panne pneumatique;Compresseur;AlevAe;15.95;21082023;PLC
1796;DAfaut logiciel;Convoyeur;Faible;24.18;31052024;Inc
1797;DAfaillance capteur;Pompe;Critique;43.05;10082023;
1798;DAfaut logiciel;Pompe;Critique;14.92;4122024;
1799;DAfaillance capteur;Pompe;Critique;36.41;29122023;
1802;Panne pneumatique;Convoyeur;AlevAe;44.79;16052023;
1806;Surchauffe moteur;Compresseur;Faible;8.21;2082023;
1808;Fuite hydraulique;Compresseur;AlevAe;6.25;8022025;
1809;DAfaillance capteur;Pompe;Critique;40.59;2122023;
1814;Surchauffe moteur;Compresseur;Critique;34.91;4072023;
1818;DAfaut logiciel;Compresseur;Moyenne;47.32;9102023;
1824;Usure mAcanique;Compresseur;AlevAe;24.0;13032025;
1825;Surchauffe moteur;Pompe;AlevAe;37.47;10112024;
1831;Fuite hydraulique;Convoyeur;Moyenne;15.07;14012025;
1834;DAfaut logiciel;Compresseur;Moyenne;24.86;5122023;
1836;Usure mAcanique;Pompe;Critique;8.54;20102024;
1842;Panne Alectrique;Pompe;Critique;40.75;7062023;Ltd
1855;ProblAme de;Pompe;AlevAe;5.67;27042024;Inc
1856;ProblAme de;Convoyeur;AlevAe;37.78;29032024;
1857;ProblAme de;Convoyeur;AlevAe;21.22;30072023;
1862;DAfaillance capteur;Pompe;Moyenne;17.06;26082023;LLC
1863;DAfaillance capteur;Compresseur;Moyenne;16.79;23052024;
1865;Fuite hydraulique;Pompe;AlevAe;8.02;9082024;Inc
1875;Panne Alectrique;Convoyeur;Moyenne;20.46;21042025;
1878;Usure mAcanique;Compresseur;Critique;25.29;1032025;
1880;Surchauffe moteur;Compresseur;Moyenne;24.86;10112024;
1882;Panne pneumatique;Pompe;Critique;17.85;2042024;
1884;ProblAme de;Compresseur;AlevAe;35.87;3022025;Inc
1886;DAfaut logiciel;Pompe;Faible;0.8;6042025;
1888;Surchauffe moteur;Convoyeur;Faible;8.63;20092024;
1889;DAfaut logiciel;Compresseur;Moyenne;2.88;6042025;
1893;Usure mAcanique;Convoyeur;Moyenne;40.32;30072023;
1894;DAfaut logiciel;Convoyeur;Critique;39.47;23062024;
1900;Usure mAcanique;Pompe;Moyenne;17.59;4072024;
1902;ProblAme de;Pompe;AlevAe;25.4;5012024;
1911;Fuite hydraulique;Compresseur;Moyenne;1.79;9122024;
1912;Panne Alectrique;Compresseur;Critique;13.89;8062023;
1913;Surchauffe moteur;Pompe;Critique;26.97;22122024;Inc
1914;Usure mAcanique;Convoyeur;AlevAe;10.44;2052023;
1919;Usure mAcanique;Compresseur;AlevAe;29.28;1072023;
1922;Surchauffe moteur;Pompe;AlevAe;28.08;1112024;
1930;Usure mAcanique;Pompe;Critique;32.63;20092023;
1931;Fuite hydraulique;Pompe;Critique;22.32;17072023;PLC
1932;ProblAme de;Compresseur;AlevAe;2.87;18102023;
1933;Usure mAcanique;Pompe;Faible;29.87;20032025;
1942;Panne Alectrique;Convoyeur;AlevAe;5.63;22052023;
Occur;cover about;Convoyeur;AlevAe;5.04;20112023;
1946;Usure mAcanique;Pompe;Moyenne;34.22;22062024;Inc
1947;Panne Alectrique;Convoyeur;Faible;22.77;29012025;
1955;ProblAme de;Pompe;Critique;2.26;7092023;
1959;Fuite hydraulique;Compresseur;Moyenne;16.22;1102024;
1960;DAfaillance capteur;Compresseur;Critique;29.03;21072023;
1962;ProblAme de;Compresseur;Faible;38.93;27092023;
1963;DAfaillance capteur;Pompe;Moyenne;7.37;17072024;PLC
1967;DAfaillance capteur;Pompe;Moyenne;25.51;27072024;
1968;Surchauffe moteur;Compresseur;Faible;1.9;22102023;Inc
1969;Panne Alectrique;Compresseur;Moyenne;29.8;4102024;
1970;ProblAme de;Pompe;AlevAe;30.43;17112024;
1971;Panne Alectrique;Pompe;AlevAe;21.99;8092024;PLC
1977;Panne pneumatique;Pompe;Moyenne;13.41;11102024;
1978;DAfaut logiciel;Compresseur;AlevAe;2.22;10012024;
1979;Usure mAcanique;Compresseur;Critique;14.95;13012025;
Thought;parent modern;Convoyeur;AlevAe;42.52;11122023;Group
1984;Usure mAcanique;Pompe;Critique;31.9;7012025;
1990;Usure mAcanique;Convoyeur;Critique;10.74;6072023;
1991;DAfaut logiciel;Compresseur;AlevAe;10.72;1072023;
1995;ProblAme de;Pompe;AlevAe;7.18;18072024;
1996;DAfaillance capteur;Pompe;Faible;19.82;30062024;Ltd
1997;DAfaillance capteur;Pompe;Moyenne;2.19;24052024;
1998;DAfaut logiciel;Convoyeur;Critique;7.8;18092023;
2003;DAfaillance capteur;Convoyeur;Faible;38.37;22062023;
2004;Surchauffe moteur;Convoyeur;AlevAe;41.11;7082023;
2007;Surchauffe moteur;Convoyeur;Critique;17.77;13092024;
2009;DAfaillance capteur;Convoyeur;Moyenne;30.77;3072023;
2012;DAfaillance capteur;Pompe;Moyenne;13.63;14052024;
2015;ProblAme de;Convoyeur;Moyenne;44.55;17052024;
2016;DAfaut logiciel;Compresseur;Critique;29.61;12102023;
2018;Panne pneumatique;Pompe;Critique;47.98;1072024;
2019;Panne Alectrique;Compresseur;Moyenne;10.75;11012024;Inc
2027;DAfaut logiciel;Convoyeur;Faible;12.15;23022025;
Once;measure next;Compresseur;AlevAe;39.43;3052023;
2030;Panne pneumatique;Convoyeur;Critique;20.91;9072024;LLC
2032;Surchauffe moteur;Convoyeur;Moyenne;19.8;3112023;
2034;ProblAme de;Compresseur;Moyenne;36.08;4012025;Ltd
2035;ProblAme de;Compresseur;Faible;2.85;28052024;Group
2036;Panne Alectrique;Compresseur;Critique;2.47;17102024;
2042;DAfaillance capteur;Compresseur;AlevAe;30.82;5042024;
2045;Fuite hydraulique;Convoyeur;Moyenne;37.93;19042024;
2051;Panne Alectrique;Pompe;AlevAe;12.58;12082024;
2052;Panne pneumatique;Convoyeur;AlevAe;5.77;30112023;
2054;ProblAme de;Compresseur;Faible;0.83;3032025;Group
2055;Panne pneumatique;Pompe;Moyenne;45.67;1072024;
2058;DAfaillance capteur;Convoyeur;AlevAe;13.16;22022025;
2060;ProblAme de;Convoyeur;Faible;13.23;13052024;PLC
2071;DAfaillance capteur;Compresseur;AlevAe;16.82;1062023;
2076;ProblAme de;Pompe;Moyenne;3.49;29102024;PLC
2080;DAfaut logiciel;Pompe;Critique;21.26;14072023;
2081;Panne pneumatique;Convoyeur;Critique;30.33;22022024;
2086;DAfaut logiciel;Pompe;AlevAe;7.18;17032024;
2088;DAfaut logiciel;Compresseur;AlevAe;0.86;19012025;
2090;Panne Alectrique;Pompe;Critique;17.97;11062023;PLC
2092;ProblAme de;Compresseur;Faible;20.37;9052024;
2093;Surchauffe moteur;Convoyeur;Faible;5.47;7082024;
Down;maybe answer;Pompe;Moyenne;19.79;13102024;
2098;DAfaillance capteur;Compresseur;AlevAe;11.6;28072024;
2101;Fuite hydraulique;Pompe;Critique;30.16;15122023;
2107;Panne pneumatique;Pompe;Critique;30.08;15082023;
2110;Usure mAcanique;Pompe;AlevAe;42.22;26012025;PLC
2111;DAfaut logiciel;Compresseur;Critique;41.04;7092023;Group
2113;Fuite hydraulique;Convoyeur;AlevAe;27.34;29102023;
2114;Fuite hydraulique;Convoyeur;Faible;39.3;27112024;Inc
2115;Surchauffe moteur;Pompe;Moyenne;40.89;1102024;
2118;Panne Alectrique;Compresseur;Faible;44.28;26082024;
2119;DAfaillance capteur;Convoyeur;Faible;1.05;23112024;LLC
2120;DAfaut logiciel;Convoyeur;AlevAe;47.95;13062023;Increase quality door
2122;Surchauffe moteur;Compresseur;AlevAe;3.92;11112023;Ltd
2128;Surchauffe moteur;Compresseur;Moyenne;1.46;8042024;
2136;DAfaut logiciel;Convoyeur;Moyenne;18.66;21112024;
2137;Surchauffe moteur;Compresseur;Critique;18.68;27092024;Group
2143;Usure mAcanique;Pompe;Faible;42.15;12052023;
2147;Panne Alectrique;Convoyeur;Critique;16.16;15012024;Group
2151;Fuite hydraulique;Pompe;AlevAe;8.48;19122023;
2155;Panne pneumatique;Compresseur;AlevAe;18.46;2072023;PLC
2156;Panne Alectrique;Pompe;Moyenne;30.96;22062024;Ltd
2159;DAfaillance capteur;Convoyeur;Critique;30.24;9072024;
2161;Panne Alectrique;Convoyeur;Faible;15.17;21022024;
2164;Panne Alectrique;Pompe;Faible;6.41;30122024;
2168;Fuite hydraulique;Compresseur;AlevAe;19.43;19042025;Inc
Decade;miss other;Pompe;AlevAe;31.86;17042024;
2170;DAfaut logiciel;Compresseur;Faible;23.21;1112023;
2171;Panne Alectrique;Pompe;Faible;27.28;25082023;
2182;Panne pneumatique;Compresseur;Faible;10.68;13102023;
2190;Panne Alectrique;Convoyeur;Moyenne;18.12;9072024;
2191;DAfaillance capteur;Pompe;Critique;20.28;1052024;PLC
2193;DAfaillance capteur;Compresseur;Moyenne;34.82;12012025;
2197;ProblAme de;Compresseur;Moyenne;4.62;28032024;PLC
2201;DAfaut logiciel;Pompe;Moyenne;30.36;5102023;
2205;Fuite hydraulique;Convoyeur;Critique;15.68;4052024;Group
2207;Usure mAcanique;Convoyeur;AlevAe;0.59;1072023;Group
2208;Panne pneumatique;Compresseur;Critique;41.83;14032024;
2209;ProblAme de;Compresseur;Moyenne;15.46;4032024;
2210;Fuite hydraulique;Convoyeur;Faible;16.87;14092024;
2217;Fuite hydraulique;Convoyeur;Faible;44.99;18062023;
